    RA(°)      Dec      Pos      Distance(kpc)  
      7.17984     -73.4315      -104.89258       1.6384637
      7.18165     -73.7317      -114.94157       1.7149624
      7.18519     -71.5709      -50.393939       2.2764810
      7.19081     -71.8700      -56.294059       2.0730543
      7.19163     -74.8090      -141.21207       2.3180452
      7.19818     -74.3362      -131.69128       2.0011164
      7.20912     -72.4700      -71.795096       1.7513286
      7.24505     -73.7456      -115.58805       1.7028975
      7.25434     -73.0280      -90.471027       1.5990296
      7.26166     -73.8363      -118.48593       1.7326565
      7.27221     -74.5072      -135.82670       2.0930935
      7.27988     -71.4547      -47.829044       2.3400337
      7.28870     -71.7549      -53.328511       2.1249082
      7.29947     -74.3398      -132.25102       1.9811562
      7.30485     -72.1341      -61.932102       1.8869303
      7.31118     -74.4600      -135.00761       2.0542146
      7.33513     -72.4260      -69.942093       1.7346454
      7.33771     -71.5978      -50.008128       2.2228022
      7.33954     -74.6130      -138.30269       2.1510286
      7.33996     -74.4365      -134.63498       2.0330587
      7.38967     -71.0192      -40.810315       2.6589182
      7.39221     -74.9859      -145.06128       2.4154779
      7.40002     -73.8462      -119.31539       1.7010917
      7.41411     -74.5000      -136.36925       2.0594288
      7.42037     -73.8987      -121.00489       1.7184011
      7.42095     -72.4636      -70.728276       1.6950138
      7.42523     -73.6930      -114.47053       1.6368258
      7.42609     -69.7369      -29.089050       3.7812906
      7.42824     -74.7686      -141.64244       2.2452223
      7.43060     -71.2618      -43.905075       2.4558097
      7.43192     -73.7859      -117.53367       1.6686599
      7.43412     -74.6075      -138.66036       2.1287564
      7.43453     -74.8743      -143.48303       2.3228573
      7.45042     -72.0703      -59.539409       1.8859781
      7.45952     -73.4962      -107.73905       1.5722177
      7.46399     -74.5461      -137.57713       2.0805469
      7.46429     -73.0513      -91.160896       1.5355653
      7.46598     -71.4863      -47.270968       2.2761033
      7.47583     -74.1083      -127.26521       1.8080832
      7.49718     -71.4024      -45.686493       2.3329318
      7.51176     -72.4065      -68.566691       1.6946452
      7.51428     -73.3352      -101.91559       1.5287823
      7.52061     -73.8486      -119.86898       1.6712676
      7.52274     -71.0070      -39.885142       2.6436315
      7.52544     -73.6752      -114.20421       1.6040355
      7.53960     -69.3762      -26.492112       4.1016104
      7.54057     -74.4141      -135.13546       1.9767856
      7.54535     -73.1600      -95.265094       1.5084209
      7.57068     -74.4978      -137.11096       2.0263599
      7.58102     -72.4320      -69.038432       1.6643302
      7.58919     -74.1977      -130.17752       1.8323337
      7.60690     -74.9347      -145.30533       2.3396967
      7.61016     -74.7497      -142.21781       2.1983076
      7.61546     -73.9422      -123.15913       1.6898770
      7.63423     -70.7459      -36.222745       2.8442391
      7.64266     -73.6181      -112.60415       1.5540948
      7.64473     -69.6576      -27.547890       3.8243615
      7.64561     -72.7603      -79.968024       1.5301330
      7.64888     -73.6464      -113.62163       1.5613696
      7.65104     -72.3685      -66.740451       1.6743709
      7.67054     -70.5002      -33.595208       3.0529354
      7.67353     -71.8399      -52.848700       1.9771872
      7.68882     -74.7105      -141.91408       2.1550141
      7.70176     -70.9344      -37.944914       2.6713287
      7.70455     -73.3764      -103.77550       1.4800256
      7.71050     -71.8131      -52.045061       1.9867347
      7.72114     -71.5494      -46.814213       2.1739824
      7.72546     -74.0767      -127.59781       1.7326261
      7.73261     -72.4800      -69.882231       1.6018578
      7.74054     -73.4514      -106.72952       1.4836272
      7.74534     -74.6305      -140.70781       2.0859664
      7.75676     -70.5959      -34.008016       2.9543488
      7.76074     -72.3413      -65.357900       1.6580773
      7.76201     -74.1800      -130.59395       1.7832341
      7.76225     -73.6822      -115.28016       1.5432220
      7.76258     -73.8437      -120.73364       1.6077095
      7.80191     -71.6623      -48.401466       2.0729039
      7.83427     -72.7722      -79.862461       1.4724492
      7.83474     -70.7004      -34.591802       2.8496609
      7.83586     -71.9069      -53.344613       1.8940714
      7.84676     -70.5352      -32.926897       2.9935101
      7.85028     -75.0245      -147.88907       2.3716789
      7.89209     -74.5202      -139.28785       1.9789350
      7.90459     -70.3025      -30.612531       3.1937050
      7.90910     -73.6553      -114.86892       1.4946402
      7.91802     -73.6390      -114.30791       1.4866198
      7.92042     -74.3360      -135.34908       1.8469589
      7.92082     -74.2197      -132.47236       1.7723397
      7.92972     -74.1315      -130.17529       1.7170327
      7.94136     -70.7265      -34.232245       2.8091045
      7.94304     -73.9131      -123.79753       1.5953838
      7.96602     -74.5124      -139.53473       1.9592454
      7.96678     -74.8170      -145.24856       2.1876004
      7.96820     -72.3003      -62.984983       1.6241597
      7.98088     -70.9582      -36.540926       2.6014517
      7.98122     -71.8711      -51.602745       1.8844093
      7.99131     -73.5013      -109.32087       1.4252139
      7.99590     -74.0854      -129.24579       1.6752368
      7.99979     -74.5362      -140.21726       1.9699839
      8.00213     -71.8969      -52.053220       1.8619145
